Tanggal,Brand,Model,Segment_Fuel,Aktual
2022-06-01,Mazda,New  CX-8 Elite,Bensin (ICE),0
2022-06-01,Mazda,New  CX-9,Bensin (ICE),1
2022-06-01,Mazda,New  CX-9 AWD,Bensin (ICE),4
2022-06-01,Mazda,New  Mazda 2 Sedan,Bensin (ICE),0
2022-06-01,Mazda,New  Mazda 6 Elite Estate,Bensin (ICE),1
2022-06-01,Mazda,New  Mazda 6 Elite Sedan,Bensin (ICE),0
2022-06-01,Mercedes-Benz,A  200,Bensin (ICE),4
2022-06-01,Mercedes-Benz,A  35 4 Matic  (W177)*,Bensin (ICE),0
2022-06-01,Mercedes-Benz,AMG CLA  45 S,Bensin (ICE),4
2022-06-01,Mercedes-Benz,AMG CLA  45 S Shooting Brake (X118),Bensin (ICE),7
2022-06-01,Mercedes-Benz,AMG GLE 53 Coupe 4MATIC+ (C167)*,Bensin (ICE),2
2022-06-01,Mercedes-Benz,AMG GT Black Series,Bensin (ICE),1
2022-06-01,Mercedes-Benz,Actros  2553 A,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Actros  2636 LSDNA,Bensin (ICE),1
2022-06-01,Mercedes-Benz,Actros  4042S,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Actros  4054 S,Bensin (ICE),1
2022-06-01,Mercedes-Benz,Arocs  2545 A,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Arocs  4040 K,Bensin (ICE),13
2022-06-01,Mercedes-Benz,Arocs  4045 AK,Bensin (ICE),27
2022-06-01,Mercedes-Benz,Arocs  4845 K,Bensin (ICE),24
2022-06-01,Mercedes-Benz,Axor 1623 C,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 1623 C (4x2) MT [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 1623 R / 51,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 1623 R / 51 [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 1623 R / 60,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 1623 R / 60 [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2523 R / 45,Bensin (ICE),2
2022-06-01,Mercedes-Benz,Axor 2523 R / 4500 (Bogie),Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2523 R / 4500 [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2523 R / 5700 (Bogie),Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2523 R / 5700 [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2528 C,Bensin (ICE),31
2022-06-01,Mercedes-Benz,Axor 2528 CH,Bensin (ICE),92
2022-06-01,Mercedes-Benz,Axor 2528 CH [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2528 CX [E4],Bensin (ICE),7
2022-06-01,Mercedes-Benz,Axor 2528 R / 5700 (6X2) M/T [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2528 R / 5700 (6X4) M/T [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 2528 R / 5700 (Bogie),Bensin (ICE),1
2022-06-01,Mercedes-Benz,Axor 2528 RMC,Bensin (ICE),9
2022-06-01,Mercedes-Benz,Axor 2528 RMC [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 3336 K,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 3340 S,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 4023 T [E4],Bensin (ICE),3
2022-06-01,Mercedes-Benz,Axor 4028 T,Bensin (ICE),4
2022-06-01,Mercedes-Benz,Axor 4028 T [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 4843 K,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Axor 4928 T,Bensin (ICE),15
2022-06-01,Mercedes-Benz,Axor 4928 T [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,C 200 AMG,Bensin (ICE),1
2022-06-01,Mercedes-Benz,C 200 AVA  Line (W206),Bensin (ICE),0
2022-06-01,Mercedes-Benz,C 200 Cabrio,Bensin (ICE),0
2022-06-01,Mercedes-Benz,C 300 AMG,Bensin (ICE),0
2022-06-01,Mercedes-Benz,C 300 AMG Line (W206),Bensin (ICE),23
2022-06-01,Mercedes-Benz,C180,Bensin (ICE),1
2022-06-01,Mercedes-Benz,CLA  200 AMG Line (C117),Bensin (ICE),1
2022-06-01,Mercedes-Benz,CLA  200 AMG Line (C118),Bensin (ICE),0
2022-06-01,Mercedes-Benz,CLS 350 AMG,Bensin (ICE),5
2022-06-01,Mercedes-Benz,E 200 AVA,Bensin (ICE),10
2022-06-01,Mercedes-Benz,E 200 Coupe   (C238)*,Bensin (ICE),0
2022-06-01,Mercedes-Benz,E 250 AVA,Bensin (ICE),0
2022-06-01,Mercedes-Benz,E 300 AMG,Bensin (ICE),8
2022-06-01,Mercedes-Benz,E 300 AVA,Bensin (ICE),0
2022-06-01,Mercedes-Benz,E 350 AMG,Bensin (ICE),0
2022-06-01,Mercedes-Benz,G 63,Bensin (ICE),4
2022-06-01,Mercedes-Benz,GLA  200,Bensin (ICE),36
2022-06-01,Mercedes-Benz,GLA  200 AMG,Bensin (ICE),0
2022-06-01,Mercedes-Benz,GLB 200 Progressive Line ( X247),Bensin (ICE),16
2022-06-01,Mercedes-Benz,GLC 200 AMG,Bensin (ICE),0
2022-06-01,Mercedes-Benz,GLC 200 AMG ( FL ),Bensin (ICE),45
2022-06-01,Mercedes-Benz,GLC 200 Exclusive,Bensin (ICE),0
2022-06-01,Mercedes-Benz,GLC 300 Coupe,Bensin (ICE),2
2022-06-01,Mercedes-Benz,GLE 450 (V167),Bensin (ICE),22
2022-06-01,Mercedes-Benz,GLE 450 Coupe 4MATIC AMG Line (C167)*,Bensin (ICE),2
2022-06-01,Mercedes-Benz,GLS 450 (X167),Bensin (ICE),3
2022-06-01,Mercedes-Benz,GLS 600 Maybach (X167),Bensin (ICE),1
2022-06-01,Mercedes-Benz,GT 53 4MATIC+ (X290)*,Bensin (ICE),2
2022-06-01,Mercedes-Benz,Maybach S 580 (Z223)*,Bensin (ICE),0
2022-06-01,Mercedes-Benz,O 500 RS 1836,Bensin (ICE),13
2022-06-01,Mercedes-Benz,O 500 U 1726,Bensin (ICE),0
2022-06-01,Mercedes-Benz,OC 500 RF 2542 DD,Bensin (ICE),0
2022-06-01,Mercedes-Benz,OC 500 RF 2542 Maxi,Bensin (ICE),0
2022-06-01,Mercedes-Benz,OF 1623,Bensin (ICE),0
2022-06-01,Mercedes-Benz,OF 917 (4X2) 4250 M/T [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,OF 917 (4X2) 5300 M/T [E4],Bensin (ICE),0
2022-06-01,Mercedes-Benz,OF 917 AT (WB 5300),Bensin (ICE),0
2022-06-01,Mercedes-Benz,OF 917 MT (WB 4250),Bensin (ICE),1
2022-06-01,Mercedes-Benz,OF 917 MT (WB 5300),Bensin (ICE),4
2022-06-01,Mercedes-Benz,OH 1526,Bensin (ICE),28
2022-06-01,Mercedes-Benz,OH 1626 L AT,Bensin (ICE),0
2022-06-01,Mercedes-Benz,OH 1626 L MT,Bensin (ICE),0
2022-06-01,Mercedes-Benz,S 450,Bensin (ICE),20
2022-06-01,Mercedes-Benz,S 450 (CBU),Bensin (ICE),0
2022-06-01,Mercedes-Benz,S 560 (X222)*,Bensin (ICE),0
2022-06-01,Mercedes-Benz,Seprinter,Bensin (ICE),5
2022-06-01,Mercedes-Benz,V  220,Bensin (ICE),0
2022-06-01,Mercedes-Benz,V  Klass,Bensin (ICE),2
2022-06-01,Mercedes-Benz,VITO,Bensin (ICE),0
2022-06-01,Mini,Cooper 5 Door A/T,Bensin (ICE),0
2022-06-01,Mini,Cooper Clubman A/T,Bensin (ICE),0
2022-06-01,Mini,Cooper Convertible A/T,Bensin (ICE),2
2022-06-01,Mini,Cooper Countryman F60 CKD A/T,Bensin (ICE),9
2022-06-01,Mini,Cooper Hatch A/T,Bensin (ICE),5
2022-06-01,Mini,Cooper S 5 Door A/T,Bensin (ICE),1
2022-06-01,Mini,Cooper S Clubman A/T,Bensin (ICE),3
2022-06-01,Mini,Cooper S Convertible A/T,Bensin (ICE),4
2022-06-01,Mini,Cooper S Countryman F60 CKD A/T,Bensin (ICE),18
2022-06-01,Mini,Cooper S Hatch A/T,Bensin (ICE),7
2022-06-01,Mini,Cooper SE Hatch A/T,Bensin (ICE),0
2022-06-01,Mini,John Cooper Works  ALL4 A/T,Bensin (ICE),0
2022-06-01,Mini,John Cooper Works  ALL4 Clubman A/T,Bensin (ICE),1
2022-06-01,Mini,John Cooper Works  Convertible A/T,Bensin (ICE),2
2022-06-01,Mini,John Cooper Works  GP A/T,Bensin (ICE),0
2022-06-01,Mini,John Cooper Works  Hatch A/T,Bensin (ICE),4
2022-06-01,Mitsubishi,Eclipse Cross,Bensin (ICE),2
2022-06-01,Mitsubishi,FE 71 - 4 W,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 71 BC - 4 W,Bensin (ICE),5
2022-06-01,Mitsubishi,FE 71 BC N,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 71 L N,Bensin (ICE),68
2022-06-01,Mitsubishi,FE 71 N,Bensin (ICE),251
2022-06-01,Mitsubishi,FE 71L BC N,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 73 HD - 6 W,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 73 N,Bensin (ICE),27
2022-06-01,Mitsubishi,FE 74 HD N,Bensin (ICE),658
2022-06-01,Mitsubishi,FE 74 HDS N,Bensin (ICE),113
2022-06-01,Mitsubishi,FE 74 HDV  - 6 W,Bensin (ICE),8
2022-06-01,Mitsubishi,FE 74 L N,Bensin (ICE),109
2022-06-01,Mitsubishi,FE 74 N,Bensin (ICE),125
2022-06-01,Mitsubishi,FE 74 S - 6 W,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 75 SUPER HD - 6 W,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 75 SUPER HDX N,Bensin (ICE),1109
2022-06-01,Mitsubishi,FE 83 BC - 6 W,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 84 - 6 W,Bensin (ICE),10
2022-06-01,Mitsubishi,FE 84 G N,Bensin (ICE),111
2022-06-01,Mitsubishi,FE 84 GS N,Bensin (ICE),13
2022-06-01,Mitsubishi,FE 84 SHDX N,Bensin (ICE),112
2022-06-01,Mitsubishi,FE 84G BC - 6 W,Bensin (ICE),0
2022-06-01,Mitsubishi,FE 84G BC N,Bensin (ICE),66
2022-06-01,Mitsubishi,FM 517 HL (4X2),Bensin (ICE),0
2022-06-01,Mitsubishi,FM 517 HS (4X2),Bensin (ICE),7
2022-06-01,Mitsubishi,FM 65 FL HI GEAR (4X2),Bensin (ICE),3
2022-06-01,Mitsubishi,FM 65 FM HI GEAR (4X2),Bensin (ICE),3
2022-06-01,Mitsubishi,FM 65 FS HI GEAR (4X2),Bensin (ICE),37
2022-06-01,Mitsubishi,FM 65 FSL (4X2),Bensin (ICE),8
2022-06-01,Mitsubishi,FM 65 FSL HI GEAR (4X2),Bensin (ICE),2
2022-06-01,Mitsubishi,FN 517 ML2 (6X2),Bensin (ICE),7
2022-06-01,Mitsubishi,FN 527 ML   (6X4),Bensin (ICE),7
2022-06-01,Mitsubishi,FN 527 MS  (6X4),Bensin (ICE),21
2022-06-01,Mitsubishi,FN 61 FL   (6X2),Bensin (ICE),9
2022-06-01,Mitsubishi,FN 61 FL HD  (6X2),Bensin (ICE),12
2022-06-01,Mitsubishi,FN 61 FS  (6X2),Bensin (ICE),0
2022-06-01,Mitsubishi,FN 62 F (6X4),Bensin (ICE),0
2022-06-01,Mitsubishi,FN 62 F HD (6X4),Bensin (ICE),248
2022-06-01,Mitsubishi,FN 62 F TH (6X4),Bensin (ICE),2
2022-06-01,Mitsubishi,FN 62 FL HD (6X4),Bensin (ICE),32
2022-06-01,Mitsubishi,FRR90,Bensin (ICE),7
2022-06-01,Mitsubishi,L300 CC,Bensin (ICE),0
2022-06-01,Mitsubishi,L300 D CC,Bensin (ICE),4
2022-06-01,Mitsubishi,L300 D P/U FLD,Bensin (ICE),3
2022-06-01,Mitsubishi,L300 D P/U STD,Bensin (ICE),4
2022-06-01,Mitsubishi,Outlander   PHEV,Hybrid (HEV),0
2022-06-01,Mitsubishi,Pajero Sport 2.4L DAKAR (4x2) 8AT,Diesel,1560
2022-06-01,Mitsubishi,Pajero Sport 2.4L DAKAR ULTIMATE-L 4X4 8A/,Diesel,298
2022-06-01,Mitsubishi,Pajero Sport 2.4L DAKAR Utimate (4x2) 8AT,Diesel,85
2022-06-01,Mitsubishi,Pajero Sport 2.5 E HP (4X2) 5 AT - DAKAR,Diesel,0
2022-06-01,Mitsubishi,Pajero Sport 2.5 L EXCEED (4X2) 5AT,Diesel,29
2022-06-01,Mitsubishi,Pajero Sport 2.5 L EXCEED (4X2) 5MT,Diesel,0
2022-06-01,Mitsubishi,Pajero Sport 2.5L EXCEED-H (4x2) 5MT,Diesel,22
2022-06-01,Mitsubishi,Pajero Sport 2.5L GLX (4x4) 5MT,Diesel,89
2022-06-01,Mitsubishi,Triton 2.5L DC EXCEED (4X4) MT,Diesel,3
2022-06-01,Mitsubishi,Triton 2.5L DC GLS (4X4) MT,Diesel,2
2022-06-01,Mitsubishi,Triton 2.5L DC HDX (4X4) MT,Diesel,3
2022-06-01,Mitsubishi,Triton 2.5L SC GLX (4X2) MT,Diesel,6
2022-06-01,Mitsubishi,Triton 2.5L SC HDX (4X4) MT,Diesel,90
2022-06-01,Mitsubishi,Triton SU 2.5L HP-E D CAB Ultimate (4X4) A/T,Diesel,1
2022-06-01,Mitsubishi,Xpander 1.5L EXCEED (4X2) CVT,Bensin (ICE),285
2022-06-01,Mitsubishi,Xpander 1.5L EXCEED (4X2) M/T,Bensin (ICE),89
2022-06-01,Mitsubishi,Xpander 1.5L Exceed (4X2) A/T,Bensin (ICE),3
2022-06-01,Mitsubishi,Xpander 1.5L Exceed (4X2) M/T,Bensin (ICE),1
2022-06-01,Mitsubishi,Xpander 1.5L GLS (4X2) A/T,Bensin (ICE),0
2022-06-01,Mitsubishi,Xpander 1.5L GLS (4X2) CVT,Bensin (ICE),0
2022-06-01,Mitsubishi,Xpander 1.5L GLS (4X2) M/T,Bensin (ICE),256
2022-06-01,Mitsubishi,Xpander 1.5L SPORT (4X2) CVT,Bensin (ICE),19
2022-06-01,Mitsubishi,Xpander 1.5L SPORT (4X2) M/T,Bensin (ICE),31
2022-06-01,Mitsubishi,Xpander 1.5L Sport (4X2) A/T,Bensin (ICE),1
2022-06-01,Mitsubishi,Xpander 1.5L Sport (4X2) M/T,Bensin (ICE),0
2022-06-01,Mitsubishi,Xpander 1.5L ULTIMATE (4X2) CVT,Bensin (ICE),448
2022-06-01,Mitsubishi,Xpander 1.5L Ultimate (4X2) A/T,Bensin (ICE),1
2022-06-01,Mitsubishi,Xpander Cross  1.5L (4X2) A/T,Bensin (ICE),1
2022-06-01,Mitsubishi,Xpander Cross  1.5L (4X2) CVT,Bensin (ICE),290
2022-06-01,Mitsubishi,Xpander Cross  1.5L (4X2) M/T,Bensin (ICE),248
2022-06-01,Mitsubishi,Xpander Cross  1.5L PREMIUM (4X2) A/T,Bensin (ICE),2
2022-06-01,Mitsubishi,Xpander Cross  1.5L PREMIUM (4X2) CVT,Bensin (ICE),824
2022-06-01,Morris Garage,5 GT Activate 1.5L,Bensin (ICE),0
2022-06-01,Morris Garage,5 GT Ignite 1.5L,Bensin (ICE),0
2022-06-01,Morris Garage,5 GT Magnify  1.5L,Bensin (ICE),0
2022-06-01,Morris Garage,HS Excite,Bensin (ICE),0
2022-06-01,Morris Garage,HS Ignite,Bensin (ICE),13
2022-06-01,Morris Garage,HS i-Smart Magnify,Bensin (ICE),0
2022-06-01,Morris Garage,ZS Activate 1.5L CVT,Bensin (ICE),11
2022-06-01,Morris Garage,ZS Ignite 1.5L CVT,Bensin (ICE),5
2022-06-01,Morris Garage,ZS Magnify  1.5L CVT,Bensin (ICE),29
2022-06-01,Nissan,KICKS E-POWER,Bensin (ICE),57
2022-06-01,Nissan,Leaf,Elektrik (BEV),7
2022-06-01,Nissan,Livina EL M/T,Bensin (ICE),2
2022-06-01,Nissan,Livina VE,Bensin (ICE),9
2022-06-01,Nissan,Livina VL,Bensin (ICE),4
2022-06-01,Nissan,Magnite Premium Turbo CVT,Bensin (ICE),58
2022-06-01,Nissan,Magnite Premium Turbo MT,Bensin (ICE),3
2022-06-01,Nissan,Magnite Premium Upper Turbo CVT,Bensin (ICE),0
2022-06-01,Nissan,Magnite Premium Upper Turbo MT,Bensin (ICE),3
2022-06-01,Nissan,New  Serena-HWS,Bensin (ICE),17
2022-06-01,Nissan,Terra VL 2.5 AT 4x4,Diesel,0
2022-06-01,Peugeot,2008 AT,Bensin (ICE),6
2022-06-01,Peugeot,NEW 3008 AT Active,Bensin (ICE),7
2022-06-01,Peugeot,NEW 3008 AT Allure Midlife,Bensin (ICE),12
2022-06-01,Peugeot,NEW 5008 AT Active,Bensin (ICE),8
2022-06-01,Peugeot,NEW 5008 AT Allure Midlife,Bensin (ICE),1
2022-06-01,Subaru,BRZ 2.0 AT (ZD8),Bensin (ICE),0
2022-06-01,Subaru,BRZ 2.0 MT (ZD8),Bensin (ICE),0
2022-06-01,Subaru,Forester 2.0i-L (SK7),Bensin (ICE),0
2022-06-01,Subaru,Forester 2.0i-S ES (SK7),Bensin (ICE),0
2022-06-01,Subaru,XV  2.0i-S (GT7),Bensin (ICE),0
2022-06-01,Subaru,XV  2.0i-S ES (GT7),Bensin (ICE),0
2022-06-01,Suzuki,ALL NEW ERTIGA  GX HYBRID AT,Hybrid (HEV),539
2022-06-01,Suzuki,ALL NEW ERTIGA  GX HYBRID MT,Hybrid (HEV),286
2022-06-01,Suzuki,ALL NEW ERTIGA  SS HYBRID AT,Hybrid (HEV),146
2022-06-01,Suzuki,ALL NEW ERTIGA  SS HYBRID MT,Hybrid (HEV),79
2022-06-01,Suzuki,APV  SGX,Bensin (ICE),31
2022-06-01,Suzuki,APV-GE,Bensin (ICE),80
2022-06-01,Suzuki,APV-GL,Bensin (ICE),82
2022-06-01,Suzuki,APV-GX,Bensin (ICE),54
2022-06-01,Suzuki,All New  Ertiga 02 GA,Bensin (ICE),6
2022-06-01,Suzuki,All New  Ertiga 02 GL AT,Bensin (ICE),68
2022-06-01,Suzuki,All New  Ertiga 02 GL MT,Bensin (ICE),141
2022-06-01,Suzuki,All New  Ertiga 02 GX AT,Bensin (ICE),0
2022-06-01,Suzuki,All New  Ertiga 02 GX MT,Bensin (ICE),0
2022-06-01,Suzuki,All New  Ertiga SS AT,Bensin (ICE),0
2022-06-01,Suzuki,All New  Ertiga SS MT,Bensin (ICE),0
2022-06-01,Suzuki,Ignis  GL MT,Bensin (ICE),0
2022-06-01,Suzuki,Ignis  GX AT,Bensin (ICE),4
2022-06-01,Suzuki,Ignis  GX MT,Bensin (ICE),74
2022-06-01,Suzuki,New  Baleno,Bensin (ICE),0
2022-06-01,Suzuki,New  Baleno AT,Bensin (ICE),0
2022-06-01,Suzuki,New  Carry  CH,Bensin (ICE),51
2022-06-01,Suzuki,New  Carry  PU FD,Bensin (ICE),3500
2022-06-01,Suzuki,New  Carry  PU WD,Bensin (ICE),624
2022-06-01,Suzuki,New  Jimny  2TONE AT,Bensin (ICE),37
2022-06-01,Suzuki,New  Jimny  2TONE MT,Bensin (ICE),9
2022-06-01,Suzuki,New  Jimny  AT,Bensin (ICE),70
2022-06-01,Suzuki,New  Jimny  MT,Bensin (ICE),13
2022-06-01,Suzuki,New  SX4 S-Cros  AT,Bensin (ICE),29
2022-06-01,Suzuki,S-Presso At,Bensin (ICE),0
2022-06-01,Suzuki,S-Presso Mt,Bensin (ICE),0
2022-06-01,Suzuki,XL-7 ALPHA  AT,Bensin (ICE),289
2022-06-01,Suzuki,XL-7 ALPHA  MT,Bensin (ICE),116
2022-06-01,Suzuki,XL-7 BETA  AT,Bensin (ICE),576
2022-06-01,Suzuki,XL-7 BETA  MT,Bensin (ICE),131
2022-06-01,Suzuki,XL-7 ZETA  AT,Bensin (ICE),100
2022-06-01,Suzuki,XL-7 ZETA  MT,Bensin (ICE),80
2022-06-01,Tata,LP 713 Chassis,Bensin (ICE),0
2022-06-01,Tata,LPT 1412,Bensin (ICE),1
2022-06-01,Tata,LPT 913,Bensin (ICE),2
2022-06-01,Tata,Prima 3338.K,Bensin (ICE),0
2022-06-01,Tata,Prima 4023.S NON-AC,Bensin (ICE),0
2022-06-01,Tata,Prima 4028.S NON-AC,Bensin (ICE),0
2022-06-01,Tata,Prima 4928.S NON-AC,Bensin (ICE),0
2022-06-01,Tata,Prima LX 2528K,Bensin (ICE),0
2022-06-01,Tata,Super Ace Dls  SC CHA,Bensin (ICE),0
2022-06-01,Tata,intra V20 AC,Bensin (ICE),0
2022-06-01,Tata,intra V20 Non AC,Bensin (ICE),0
2022-06-01,Toyota,86 MT,Bensin (ICE),0
2022-06-01,Toyota,All New  Avanza 1.3 E 2021,Bensin (ICE),1737
2022-06-01,Toyota,All New  Avanza 1.3 E Cvt 2021,Bensin (ICE),616
2022-06-01,Toyota,All New  Avanza 1.5 G 2021,Bensin (ICE),2528
2022-06-01,Toyota,All New  Avanza 1.5 G BMC 2015,Bensin (ICE),0
2022-06-01,Toyota,All New  Avanza 1.5 G CVT 2021,Bensin (ICE),1189
2022-06-01,Toyota,All New  Avanza 1.5 G CVT TSS 2021,Bensin (ICE),2
2022-06-01,Toyota,All New  Avanza Veloz  1.5 G AT BMC 2015,Bensin (ICE),0
2022-06-01,Toyota,All New  Avanza Veloz  1.5 G BMC 2015,Bensin (ICE),0
2022-06-01,Toyota,All New  Camry  2.5 G,Bensin (ICE),0
2022-06-01,Toyota,All New  Camry  2.5 Hybrid Mi,Hybrid (HEV),9
2022-06-01,Toyota,All New  Camry  2.5 V,Bensin (ICE),52
2022-06-01,Toyota,All New  Corolla Altis  1.8 Hybrid AT,Hybrid (HEV),7
2022-06-01,Toyota,All New  Corolla Altis  V  AT,Bensin (ICE),34
2022-06-01,Toyota,All New  Kijang Innova G A/T DSL Mi 2020,Bensin (ICE),751
2022-06-01,Toyota,All New  Kijang Innova G A/T Luxury  Mi 2020,Bensin (ICE),27
2022-06-01,Toyota,All New  Kijang Innova G A/T Mi 2020,Bensin (ICE),231
2022-06-01,Toyota,All New  Kijang Innova G DSL Mi 2020,Bensin (ICE),451
2022-06-01,Toyota,All New  Kijang Innova G Luxury  Mi 2020,Bensin (ICE),0
2022-06-01,Toyota,All New  Kijang Innova G Mi 2020,Bensin (ICE),362
2022-06-01,Toyota,All New  Kijang Innova V  A/T DSL Mi 2020,Bensin (ICE),690
2022-06-01,Toyota,All New  Kijang Innova V  A/T Luxury  Mi 2020,Bensin (ICE),29
2022-06-01,Toyota,All New  Kijang Innova V  A/T Mi 2020,Bensin (ICE),73
2022-06-01,Toyota,All New  Kijang Innova V  DSL Mi 2020,Bensin (ICE),125
2022-06-01,Toyota,All New  Kijang Innova V  Luxury  Mi 2020,Bensin (ICE),0
2022-06-01,Toyota,All New  Kijang Innova V  Mi 2020,Bensin (ICE),70
2022-06-01,Toyota,All New  Kijang Innova Venturer A/T DSL Mi 202,Bensin (ICE),554
2022-06-01,Toyota,All New  Kijang Innova Venturer A/T Mi 2020,Bensin (ICE),83
2022-06-01,Toyota,All New  Kijang Innova Venturer DSL Mi 2020,Bensin (ICE),2
2022-06-01,Toyota,All New  Kijang Innova Venturer Mi 2020,Bensin (ICE),0
2022-06-01,Toyota,All New  Kijang Innova Zenix  G Cvt 2.0,Hybrid (HEV),0
2022-06-01,Toyota,All New  Kijang Innova Zenix  G Hev  Cvt 2.0,Hybrid (HEV),0
2022-06-01,Toyota,All New  Kijang Innova Zenix  Q Hev  Cvt Tss  2.0,Hybrid (HEV),0
2022-06-01,Toyota,All New  Kijang Innova Zenix  V  Cvt 2.0,Hybrid (HEV),0
2022-06-01,Toyota,All New  Kijang Innova Zenix  V  Hev  Cvt 2.0,Hybrid (HEV),0
2022-06-01,Toyota,All New  Kijang Innova Zenix  V  Hev  Cvt 2.0 Mod,Hybrid (HEV),0
2022-06-01,Toyota,All New  Kijang Inova G 2015,Bensin (ICE),0
2022-06-01,Toyota,All New  Kijang Inova G AT 2015,Bensin (ICE),0
2022-06-01,Toyota,All New  Veloz  1.5 2021,Bensin (ICE),391
2022-06-01,Toyota,All New  Veloz  1.5 CVT 2021,Bensin (ICE),0
2022-06-01,Toyota,All New  Veloz  1.5 Q Cvt 2021,Bensin (ICE),435
2022-06-01,Toyota,All New  Veloz  1.5 Q Cvt Tss  2021,Bensin (ICE),344
2022-06-01,Toyota,"Alphard 2,5 G",Bensin (ICE),350
2022-06-01,Toyota,Alphard 2.5 X,Bensin (ICE),0
2022-06-01,Toyota,"Alphard 3,5",Bensin (ICE),0
2022-06-01,Toyota,Avanza 1.3 A/T Transmover,Bensin (ICE),97
2022-06-01,Toyota,BZ4X EV,Bensin (ICE),0
2022-06-01,Toyota,C+POD EV,Bensin (ICE),0
2022-06-01,Toyota,C-HR 1.8 A/T,Bensin (ICE),0
2022-06-01,Toyota,C-HR 1.8 A/T Hybrid,Hybrid (HEV),2
2022-06-01,Toyota,Calya 1.2 E,Bensin (ICE),148
2022-06-01,Toyota,Calya 1.2 E 2022,Bensin (ICE),0
2022-06-01,Toyota,Calya 1.2 E STD,Bensin (ICE),90
2022-06-01,Toyota,Calya 1.2 E Std 2022,Bensin (ICE),0
2022-06-01,Toyota,Calya 1.2 G,Bensin (ICE),2899
2022-06-01,Toyota,Calya 1.2 G 2022,Bensin (ICE),0
2022-06-01,Toyota,Calya 1.2 G A/T,Bensin (ICE),898
2022-06-01,Toyota,Calya 1.2 G A/T  2022,Bensin (ICE),0
2022-06-01,Toyota,Corolla Cross  1.8 A/T,Bensin (ICE),0
2022-06-01,Toyota,Corolla Cross  1.8 A/T Hybrid,Hybrid (HEV),120
2022-06-01,Toyota,Corolla Cross  1.8 A/T Hybrid GR Sport,Hybrid (HEV),0
2022-06-01,Toyota,Dyna HT 130 Hi Gear,Bensin (ICE),0
2022-06-01,Toyota,Dyna HT 130 PS HI Gear,Bensin (ICE),38
2022-06-01,Toyota,Dyna HT 130 PS STD Gear,Bensin (ICE),0
2022-06-01,Toyota,Dyna ST 115,Bensin (ICE),0
2022-06-01,Toyota,Fortuner G 2.4 A/T 4x4 DSL Imp 2021,Bensin (ICE),0
2022-06-01,Toyota,Fortuner G 2.4 Dsl A/T Imp 2021,Bensin (ICE),45
2022-06-01,Toyota,Fortuner G 2.4 Dsl Imp 2021,Bensin (ICE),13
2022-06-01,Toyota,Fortuner SRZ 2.7 TRD AT,Bensin (ICE),0
2022-06-01,Toyota,Fortuner VRZ 2.4 A/T 4x4 DSL Imp 2021,Bensin (ICE),0
2022-06-01,Toyota,Fortuner VRZ 2.4 DSL A/T Imp 2021,Bensin (ICE),0
2022-06-01,Toyota,Fortuner VRZ 2.4 DSL A/T Mi 2020,Bensin (ICE),0
2022-06-01,Toyota,Fortuner VRZ 2.4 TRD A/T DSL Mi 2020,Bensin (ICE),0
2022-06-01,Toyota,GR 86 A/T,Bensin (ICE),0
2022-06-01,Toyota,GR YARIS 1.6,Bensin (ICE),0
2022-06-01,Toyota,HI-ACE 2.8 Premio,Bensin (ICE),94
2022-06-01,Toyota,HI-ACE Commuter HI Grade,Bensin (ICE),142
2022-06-01,Toyota,HiLux  2.0 P/U SC,Diesel,106
2022-06-01,Toyota,HiLux  2.4 P/U DC E,Diesel,0
2022-06-01,Toyota,HiLux  2.4 P/U DC G,Diesel,285
